sorghum3,Pv1_jcvi
Sobic.002G371900,Pavagv11037337m
Sobic.002G372000,No Gene
Sobic.002G372100,Pavagv11037342m
Sobic.002G372200,Pavagv11037343m
Sobic.002G372300,Pavagv11037346m
Sobic.002G372400,Pavagv11037347m
Sobic.002G372500,Pavagv11037348m
Sobic.002G372600,No Gene
Sobic.002G372700,No Gene
Sobic.002G372800,Pavagv11037350m
Sobic.002G372900,Pavagv11037351m
Sobic.002G373001,Pavagv11037353m
Sobic.002G373100,Pavagv11037356m
Sobic.002G373200,No Gene
Sobic.002G373300,Pavagv11037357m
Sobic.002G373400,No Gene
Sobic.002G373500,No Gene
Sobic.002G373600,Pavagv11037360m
Sobic.002G373700,Pavagv11037361m
Sobic.002G373800,Pavagv11037362m
Sobic.002G373900,Pavagv11037363m
Sobic.002G373950,Pavagv11037368m
Sobic.002G374000,No Gene
Sobic.002G374100,Pavagv11037376m
Sobic.002G374200,Pavagv11037378m
Sobic.002G374300,Pavagv11037379m
Sobic.002G374400,Pavagv11037381m
Sobic.002G374500,Pavagv11037382m
Sobic.002G374600,Pavagv11037384m
Sobic.002G374650,No Gene
Sobic.002G374700,Pavagv11037385m
Sobic.002G375000,No Gene
Sobic.002G374900,Pavagv11037387m
Sobic.002G375100,No Gene
Sobic.002G375200,Pavagv11037388m
Sobic.002G375300,Pavagv11037392m
Sobic.002G375400,Pavagv11037393m
Sobic.002G375500,Pavagv11037395m
Sobic.002G375600,No Gene
Sobic.002G375701,Pavagv11037405m
Sobic.002G375800,Pavagv11037406m
Sobic.002G375900,No Gene
Sobic.002G375950,No Gene
Sobic.002G376000,Pavagv11037407m
Sobic.002G376100,Pavagv11037408m
Sobic.002G376200,No Gene
Sobic.002G376300,Pavagv11037413m
Sobic.002G376400,Pavagv11037414m
Sobic.002G376500,Pavagv11037415m
Sobic.002G376600,Pavagv11037416m
Sobic.002G376700,Pavagv11037417m
Sobic.002G376800,No Gene
Sobic.002G376900,No Gene
Sobic.002G377000,Pavagv11037418m
Sobic.002G377100,Pavagv11037420m
Sobic.002G377200,Pavagv11037425m
Sobic.002G377300,Pavagv11037426m
Sobic.002G377400,No Gene
Sobic.002G377501,No Gene
Sobic.002G377600,No Gene
Sobic.002G377700,Pavagv11037428m
Sobic.002G377800,Pavagv11037429m
Sobic.002G377900,No Gene
Sobic.002G378000,No Gene
Sobic.002G378100,No Gene
Sobic.002G378200,No Gene
Sobic.002G378300,Pavagv11037430m
Sobic.002G378401,Pavagv11037431m
Sobic.002G378500,No Gene
Sobic.002G378600,Pavagv11037435m
Sobic.002G378700,Pavagv11037436m
Sobic.002G378800,Pavagv11037437m
Sobic.002G378900,Pavagv11037440m
Sobic.002G379000,Pavagv11037445m
Sobic.002G379200,Pavagv11037449m
Sobic.002G379100,No Gene
Sobic.002G379201,No Gene
Sobic.002G379300,No Gene
Sobic.002G379400,Pavagv11037451m
Sobic.002G379500,Pavagv11037454m
Sobic.002G379600,Pavagv11037455m
Sobic.002G379700,Pavagv11037456m
Sobic.002G379750,No Gene
Sobic.002G379800,Pavagv11037457m
Sobic.002G379866,Pavagv11037458m
Sobic.002G379932,No Gene
Sobic.002G380000,Pavagv11037464m
Sobic.002G380100,No Gene
Sobic.002G380150,No Gene
Sobic.002G380200,Pavagv11037465m
Sobic.002G380300,Pavagv11037466m
Sobic.002G380400,Pavagv11037467m
Sobic.002G380500,Pavagv11037470m
Sobic.002G380550,No Gene
Sobic.002G380600,Pavagv11037472m
Sobic.002G380700,Pavagv11037473m
Sobic.002G380750,No Gene
Sobic.002G380800,No Gene
Sobic.002G381100,No Gene
Sobic.002G381200,Pavagv11037478m
Sobic.002G381300,Pavagv11037479m
Sobic.002G381400,No Gene
Sobic.002G381500,No Gene
Sobic.002G381600,Pavagv11037484m
Sobic.002G381700,Pavagv11037494m
Sobic.002G381750,Pavagv11037498m
Sobic.002G381800,No Gene
Sobic.002G381900,No Gene
Sobic.002G382001,No Gene
Sobic.002G382100,Pavagv11037501m
Sobic.002G382200,Pavagv11037502m
Sobic.002G382300,No Gene
Sobic.002G382400,No Gene
Sobic.002G382500,Pavagv11037503m
Sobic.002G382600,Pavagv11037504m
Sobic.002G382700,Pavagv11037507m
Sobic.002G382800,Pavagv11037534m
Sobic.002G382900,No Gene
Sobic.002G382950,No Gene
Sobic.002G383000,No Gene
Sobic.002G383050,No Gene
Sobic.002G383100,Pavagv11037516m
Sobic.002G383300,Pavagv11037518m
Sobic.002G383400,Pavagv11037519m
Sobic.002G383500,No Gene
Sobic.002G383600,Pavagv11037520m
Sobic.002G383700,Pavagv11037521m
Sobic.002G383800,Pavagv11037523m
Sobic.002G383900,Pavagv11037524m
Sobic.002G384000,Pavagv11037525m
Sobic.002G384100,Pavagv11037526m
Sobic.002G384150,No Gene
Sobic.002G384200,Pavagv11037529m
Sobic.002G384300,Pavagv11037531m
Sobic.002G384400,No Gene
Sobic.002G384500,No Gene
Sobic.002G384600,No Gene
Sobic.002G384700,Pavagv11037535m
Sobic.002G384800,No Gene
Sobic.002G384900,No Gene
Sobic.002G385000,No Gene
Sobic.002G385100,No Gene
Sobic.002G385200,Pavagv11037536m
Sobic.002G385300,Pavagv11037537m
Sobic.002G385400,Pavagv11037538m
Sobic.002G385450,Pavagv11037540m
Sobic.002G385500,Pavagv11037541m
Sobic.002G385601,No Gene
Sobic.002G385700,Pavagv11037543m
Sobic.002G385800,Pavagv11037544m
Sobic.002G385900,Pavagv11037547m
Sobic.002G386000,Pavagv11037549m
Sobic.002G386100,Pavagv11037550m
Sobic.002G386200,Pavagv11037551m
Sobic.002G386300,Pavagv11037552m
Sobic.002G386400,Pavagv11037553m
Sobic.002G386500,No Gene
Sobic.002G386600,Pavagv11037555m
Sobic.002G386700,Pavagv11037556m
Sobic.002G386800,Pavagv11037557m
Sobic.002G386900,Pavagv11037559m
Sobic.002G387000,Pavagv11037567m
Sobic.002G387100,Pavagv11037569m
Sobic.002G387200,Pavagv11037572m
Sobic.002G387300,No Gene
Sobic.002G387400,Pavagv11037573m
Sobic.002G387450,No Gene
Sobic.002G387500,Pavagv11037574m
Sobic.002G387600,Pavagv11037581m
Sobic.002G387701,No Gene
Sobic.002G387800,Pavagv11037582m
Sobic.002G387900,Pavagv11037584m
Sobic.002G388000,Pavagv11037585m
Sobic.002G388100,Pavagv11037586m
Sobic.002G388200,Pavagv11037590m
Sobic.002G388400,Pavagv11037601m
Sobic.002G388500,Pavagv11037602m
Sobic.002G388600,Pavagv11037603m
Sobic.002G388700,Pavagv11037604m
Sobic.002G388800,Pavagv11037605m
Sobic.002G388900,No Gene
Sobic.002G389000,No Gene
Sobic.002G389100,Pavagv11037607m
Sobic.002G389200,Pavagv11037608m
Sobic.002G389301,No Gene
Sobic.002G389400,Pavagv11037611m
Sobic.002G389500,Pavagv11037613m
Sobic.002G389600,Pavagv11037614m
Sobic.002G389800,Pavagv11037617m
Sobic.002G389900,Pavagv11037619m
Sobic.002G390000,Pavagv11037615m
Sobic.002G390100,Pavagv11037621m
Sobic.002G390200,Pavagv11037622m
Sobic.002G390300,Pavagv11037623m
Sobic.002G390400,Pavagv11037624m
Sobic.002G390500,Pavagv11037625m
Sobic.002G390600,Pavagv11037627m
Sobic.002G390700,Pavagv11037632m
Sobic.002G390800,Pavagv11037633m
Sobic.002G390900,Pavagv11037634m
Sobic.002G391000,No Gene
Sobic.002G391100,Pavagv11037636m
Sobic.002G391200,Pavagv11037637m
Sobic.002G391300,No Gene
Sobic.002G391400,No Gene
Sobic.002G391501,Pavagv11037638m
Sobic.002G391600,No Gene
Sobic.002G391700,Pavagv11037643m
Sobic.002G391800,Pavagv11037639m
Sobic.002G391900,Pavagv11037640m
Sobic.002G392000,No Gene
Sobic.002G392100,Pavagv11037644m
Sobic.002G392200,No Gene
Sobic.002G392300,No Gene
Sobic.002G392400,Pavagv11037646m
Sobic.002G392500,Pavagv11037648m
Sobic.002G392550,Pavagv11037652m
Sobic.002G392600,Pavagv11037653m
Sobic.002G392700,Pavagv11037654m
Sobic.002G392800,Pavagv11037656m
Sobic.002G392900,No Gene
Sobic.002G393000,Pavagv11037661m
Sobic.002G393100,No Gene
Sobic.002G393200,Pavagv11037663m
Sobic.002G393266,No Gene
Sobic.002G393332,Pavagv11037664m
Sobic.002G393400,Pavagv11037665m
Sobic.002G393500,Pavagv11037666m
Sobic.002G393600,Pavagv11037629m
Sobic.002G393700,No Gene
Sobic.002G393800,No Gene
Sobic.002G393900,No Gene
Sobic.002G393950,No Gene
Sobic.002G394000,Pavagv11037668m
Sobic.002G394100,No Gene
Sobic.002G394200,Pavagv11037670m
Sobic.002G394300,No Gene
Sobic.002G394400,Pavagv11037671m
Sobic.002G394433,No Gene
Sobic.002G394466,No Gene
Sobic.002G394500,Pavagv11037675m
Sobic.002G394550,No Gene
Sobic.002G394600,No Gene
Sobic.002G394700,No Gene
Sobic.002G394800,No Gene
Sobic.002G394900,Pavagv11037680m
Sobic.002G395000,Pavagv11037681m
Sobic.002G395100,No Gene
Sobic.002G395200,Pavagv11037686m
Sobic.002G395300,Pavagv11037687m
Sobic.002G395400,No Gene
Sobic.002G395500,Pavagv11037688m
Sobic.002G395600,Pavagv11037699m
Sobic.002G395700,No Gene
Sobic.002G395801,Pavagv11037698m
Sobic.002G395900,Pavagv11037691m
Sobic.002G396000,Pavagv11037689m
Sobic.002G396050,No Gene
Sobic.002G396100,Pavagv11037700m
Sobic.002G396200,No Gene
Sobic.002G396300,No Gene
Sobic.002G396400,Pavagv11037701m
Sobic.002G396500,Pavagv11037702m
Sobic.002G396600,Pavagv11037703m
Sobic.002G396700,Pavagv11037704m
Sobic.002G396800,Pavagv11037705m
Sobic.002G396900,Pavagv11037706m
Sobic.002G397001,No Gene
Sobic.002G397100,No Gene
Sobic.002G397200,No Gene
Sobic.002G397300,No Gene
Sobic.002G397400,No Gene
Sobic.002G397500,Pavagv11037707m
Sobic.002G397600,Pavagv11037711m
Sobic.002G397650,No Gene
Sobic.002G397700,No Gene
Sobic.002G397900,No Gene
Sobic.002G398000,Pavagv11037714m
Sobic.002G398100,No Gene
Sobic.002G398200,No Gene
Sobic.002G398300,No Gene
Sobic.002G398400,Pavagv11037715m
Sobic.002G398500,Pavagv11037716m
Sobic.002G398600,Pavagv11037717m
Sobic.002G398700,No Gene
Sobic.002G398800,Pavagv11037718m
Sobic.002G398901,Pavagv11037719m
Sobic.002G399000,No Gene
Sobic.002G399100,Pavagv11037720m
Sobic.002G399200,No Gene
Sobic.002G399300,No Gene
Sobic.002G399400,Pavagv11037723m
Sobic.002G399500,Pavagv11037724m
Sobic.002G399600,Pavagv11037725m
Sobic.002G399700,No Gene
Sobic.002G399800,Pavagv11037728m
Sobic.002G399900,Pavagv11037730m
Sobic.002G400000,Pavagv11037732m
Sobic.002G400050,No Gene
Sobic.002G400101,No Gene
Sobic.002G400151,No Gene
Sobic.002G400200,No Gene
Sobic.002G400300,Pavagv11037733m
Sobic.002G400400,Pavagv11037736m
Sobic.002G400500,No Gene
Sobic.002G400600,Pavagv11037737m
Sobic.002G400700,Pavagv11037738m
Sobic.002G400800,Pavagv11037739m
Sobic.002G400900,Pavagv11037740m
Sobic.002G401000,Pavagv11037741m
Sobic.002G401100,Pavagv11037748m
Sobic.002G401200,Pavagv11037749m
Sobic.002G401301,Pavagv11037751m
Sobic.002G401400,Pavagv11037752m
Sobic.002G401500,Pavagv11037755m
Sobic.002G401533,No Gene
Sobic.002G401566,No Gene
Sobic.002G401600,Pavagv11037758m
Sobic.002G401700,Pavagv11037759m
Sobic.002G401800,Pavagv11037761m
Sobic.002G401900,Pavagv11037762m
Sobic.002G402000,Pavagv11037766m
Sobic.002G402100,Pavagv11037771m
Sobic.002G402233,Pavagv11037773m
Sobic.002G402366,No Gene
Sobic.002G402500,Pavagv11037776m
Sobic.002G402600,Pavagv11037778m
Sobic.002G402700,Pavagv11037779m
Sobic.002G402900,No Gene
Sobic.002G403000,Pavagv11037785m
Sobic.002G403100,Pavagv11037788m
Sobic.002G403200,Pavagv11037791m
Sobic.002G403300,Pavagv11037792m
Sobic.002G403400,No Gene
Sobic.002G403500,No Gene
Sobic.002G403600,Pavagv11037793m
Sobic.002G403700,Pavagv11037794m
Sobic.002G403833,No Gene
Sobic.002G403966,No Gene
Sobic.002G404100,Pavagv11037798m
Sobic.002G404200,Pavagv11037801m
Sobic.002G404300,Pavagv11037803m
Sobic.002G404400,Pavagv11037805m
Sobic.002G404500,No Gene
Sobic.002G404600,No Gene
Sobic.002G404700,Pavagv11037809m
Sobic.002G404800,No Gene
Sobic.002G404900,Pavagv11037815m
Sobic.002G405000,Pavagv11037816m
Sobic.002G405100,No Gene
Sobic.002G405200,Pavagv11037817m
Sobic.002G405300,Pavagv11037819m
Sobic.002G405400,Pavagv11037820m
Sobic.002G405500,Pavagv11037822m
Sobic.002G405600,Pavagv11037823m
Sobic.002G405700,No Gene
Sobic.002G405750,No Gene
Sobic.002G405800,Pavagv11037835m
Sobic.002G405900,Pavagv11037836m
Sobic.002G406000,No Gene
Sobic.002G406200,Pavagv11037837m
Sobic.002G406300,Pavagv11037838m
Sobic.002G406400,Pavagv11037839m
Sobic.002G406500,Pavagv11037840m
Sobic.002G406600,Pavagv11037841m
Sobic.002G406700,Pavagv11037845m
Sobic.002G406801,No Gene
Sobic.002G406900,Pavagv11037847m
Sobic.002G407000,Pavagv11037850m
Sobic.002G407100,Pavagv11037852m
Sobic.002G407200,No Gene
Sobic.002G407300,No Gene
Sobic.002G407400,No Gene
Sobic.002G407500,Pavagv11037857m
Sobic.002G407700,No Gene
Sobic.002G407800,No Gene
Sobic.002G407900,Pavagv11037864m
Sobic.002G408000,Pavagv11037865m
Sobic.002G408100,Pavagv11037867m
Sobic.002G408200,No Gene
Sobic.002G408300,Pavagv11037869m
Sobic.002G408400,Pavagv11037870m
Sobic.002G408500,Pavagv11037871m
Sobic.002G408600,Pavagv11037872m
Sobic.002G408700,Pavagv11037874m
Sobic.002G408800,Pavagv11037877m
Sobic.002G408900,Pavagv11037878m
Sobic.002G409000,Pavagv11037879m
Sobic.002G409100,No Gene
Sobic.002G409200,Pavagv11037883m
Sobic.002G409250,No Gene
Sobic.002G409300,No Gene
Sobic.002G409500,Pavagv11037889m
Sobic.002G409600,Pavagv11037891m
Sobic.002G409700,Pavagv11037894m
Sobic.002G409800,Pavagv11037898m
Sobic.002G409900,Pavagv11037900m
Sobic.002G410050,No Gene
Sobic.002G410200,No Gene
Sobic.002G410600,No Gene
Sobic.002G410700,No Gene
Sobic.002G410800,No Gene
Sobic.002G410850,No Gene
Sobic.002G410900,No Gene
Sobic.002G411000,Pavagv11037902m
Sobic.002G411200,No Gene
Sobic.002G411300,Pavagv11037903m
Sobic.002G411400,No Gene
Sobic.002G411500,Pavagv11037904m
Sobic.002G411600,Pavagv11037905m
Sobic.002G411700,Pavagv11037909m
Sobic.002G411800,Pavagv11037908m
Sobic.002G411900,Pavagv11037910m
Sobic.002G412001,No Gene
Sobic.002G412100,Pavagv11037917m
Sobic.002G412200,Pavagv11037918m
Sobic.002G412300,Pavagv11037920m
Sobic.002G412400,Pavagv11037921m
Sobic.002G412500,Pavagv11037924m
Sobic.002G412600,Pavagv11037926m
Sobic.002G412700,Pavagv11037928m
Sobic.002G412800,Pavagv11037929m
Sobic.002G413000,Pavagv11037933m
Sobic.002G413100,No Gene
Sobic.002G413200,Pavagv11037952m
Sobic.002G413300,Pavagv11037951m
Sobic.002G413400,Pavagv11037950m
Sobic.002G413500,Pavagv11037948m
Sobic.002G413600,Pavagv11037947m
Sobic.002G413700,Pavagv11037941m
Sobic.002G413750,No Gene
Sobic.002G413800,No Gene
Sobic.002G413900,No Gene
Sobic.002G414000,No Gene
Sobic.002G414150,No Gene
Sobic.002G414300,No Gene
Sobic.002G414400,Pavagv11037955m
Sobic.002G414500,Pavagv11037958m
Sobic.002G414600,Pavagv11037963m
Sobic.002G414700,Pavagv11037968m
Sobic.002G414800,Pavagv11037969m
Sobic.002G414850,No Gene
Sobic.002G414900,Pavagv11037970m
Sobic.002G415000,Pavagv11037971m
Sobic.002G415100,Pavagv11037972m
Sobic.002G415300,No Gene
Sobic.002G415400,No Gene
Sobic.002G415500,Pavagv11037974m
Sobic.002G415600,Pavagv11037975m
Sobic.002G415900,Pavagv11037978m
Sobic.002G416000,Pavagv11037979m
Sobic.002G416100,Pavagv11037980m
Sobic.002G416150,No Gene
Sobic.002G416200,No Gene
Sobic.002G416250,No Gene
Sobic.002G416300,No Gene
Sobic.002G416400,Pavagv11037981m
Sobic.002G416500,Pavagv11037982m
Sobic.002G416600,No Gene
Sobic.002G416700,No Gene
Sobic.002G416800,No Gene
Sobic.002G416900,Pavagv11037988m
Sobic.002G416950,No Gene
Sobic.002G417000,Pavagv11037990m
Sobic.002G417101,No Gene
Sobic.002G417201,Pavagv11037992m
Sobic.002G417300,Pavagv11037994m
Sobic.002G417401,No Gene
Sobic.002G417500,Pavagv11037997m
Sobic.002G417600,Pavagv11037998m
Sobic.002G417700,Pavagv11038000m
Sobic.002G417800,Pavagv11038001m
Sobic.002G417900,Pavagv11038002m
Sobic.002G418000,Pavagv11038004m
Sobic.002G418100,Pavagv11038005m
Sobic.002G418200,Pavagv11038007m
Sobic.002G418300,Pavagv11038008m
Sobic.002G418400,Pavagv11038009m
Sobic.002G418500,Pavagv11038010m
Sobic.002G418600,Pavagv11038012m
Sobic.002G418700,No Gene
Sobic.002G418800,No Gene
Sobic.002G418900,Pavagv11038016m
Sobic.002G419000,Pavagv11038017m
Sobic.002G419100,Pavagv11038018m
Sobic.002G419200,Pavagv11038019m
Sobic.002G419350,No Gene
Sobic.002G419500,Pavagv11038020m
Sobic.002G419550,No Gene
Sobic.002G419600,Pavagv11038021m
Sobic.002G419700,Pavagv11038023m
Sobic.002G419800,Pavagv11038024m
Sobic.002G419900,No Gene
Sobic.002G420000,Pavagv11038026m
Sobic.002G420100,Pavagv11038031m
Sobic.002G420200,Pavagv11038032m
Sobic.002G420300,Pavagv11038034m
Sobic.002G420400,No Gene
Sobic.002G420500,Pavagv11038035m
Sobic.002G420600,Pavagv11038036m
Sobic.002G420700,Pavagv11038037m
Sobic.002G420800,Pavagv11038038m
Sobic.002G421000,No Gene
Sobic.002G420900,Pavagv11038039m
Sobic.002G421100,No Gene
Sobic.002G421200,No Gene
Sobic.002G421300,Pavagv11038040m
Sobic.002G421350,No Gene
Sobic.002G421400,Pavagv11038041m
Sobic.002G421501,No Gene
Sobic.002G421600,Pavagv11038042m
Sobic.002G421700,No Gene
Sobic.002G421800,Pavagv11038045m
Sobic.002G421900,Pavagv11038047m
Sobic.002G422000,Pavagv11038049m
Sobic.002G422100,Pavagv11038051m
Sobic.002G422200,Pavagv11038052m
Sobic.002G422300,Pavagv11038056m
Sobic.002G422400,No Gene
Sobic.002G422500,No Gene
Sobic.002G422600,Pavagv11038057m
Sobic.002G422900,No Gene
Sobic.002G423000,No Gene
Sobic.002G423100,Pavagv11038061m
Sobic.002G423200,Pavagv11038062m
Sobic.002G423300,Pavagv11038064m
Sobic.002G423400,Pavagv11038065m
Sobic.002G423500,No Gene
Sobic.002G423600,Pavagv11038066m
Sobic.002G423700,No Gene
Sobic.002G423800,No Gene
Sobic.002G423901,Pavagv11038067m
Sobic.002G424000,Pavagv11038069m
Sobic.002G424100,Pavagv11038070m
Sobic.002G424200,Pavagv11038074m
Sobic.002G424350,Pavagv11038076m
Sobic.002G424500,Pavagv11038077m
Sobic.002G424550,No Gene
Sobic.002G424600,Pavagv11038078m
Sobic.002G424700,No Gene
Sobic.002G424800,Pavagv11038079m
Sobic.002G424900,Pavagv11038081m
Sobic.002G425000,Pavagv11038084m
Sobic.002G425101,No Gene
Sobic.002G425200,Pavagv11038086m
Sobic.002G425300,Pavagv11038087m
Sobic.002G425400,No Gene
Sobic.002G425500,No Gene
Sobic.002G425600,Pavagv11038089m
Sobic.002G425700,No Gene
Sobic.002G425800,No Gene
Sobic.002G425900,No Gene
Sobic.002G426000,Pavagv11038090m
Sobic.002G426100,Pavagv11038091m
Sobic.002G426201,No Gene
Sobic.002G426300,No Gene
Sobic.002G426400,Pavagv11038096m
Sobic.002G426501,No Gene
Sobic.002G426600,No Gene
Sobic.002G426650,No Gene
Sobic.002G426700,No Gene
Sobic.002G426800,No Gene
Sobic.002G426900,No Gene
Sobic.002G427000,No Gene
Sobic.002G427050,No Gene
Sobic.002G427100,No Gene
Sobic.002G427201,No Gene
Sobic.002G427300,No Gene
Sobic.002G427400,No Gene
Sobic.002G427500,No Gene
Sobic.002G427550,No Gene
Sobic.002G427600,No Gene
Sobic.002G427700,No Gene
Sobic.002G427800,No Gene
Sobic.002G427900,Pavagv11038143m
Sobic.002G428000,Pavagv11038141m
Sobic.002G428100,No Gene
Sobic.002G428200,Pavagv11038139m
Sobic.002G428301,No Gene
Sobic.002G428400,Pavagv11038138m
Sobic.002G428501,No Gene
Sobic.002G428600,Pavagv11038137m
Sobic.002G428700,Pavagv11038135m
Sobic.002G428800,Pavagv11038129m
Sobic.002G428900,Pavagv11038128m
Sobic.002G429000,No Gene
Sobic.002G429100,No Gene
Sobic.002G429200,No Gene
Sobic.002G429300,Pavagv11038121m
Sobic.002G429400,No Gene
Sobic.002G429700,Pavagv11038118m
Sobic.002G429800,Pavagv11038117m
Sobic.002G429900,No Gene
Sobic.002G430000,Pavagv11038114m
Sobic.002G430100,No Gene
Sobic.002G430200,Pavagv11038113m
Sobic.002G430300,Pavagv11038112m
Sobic.002G430400,No Gene
Sobic.002G430500,Pavagv11038111m
Sobic.002G430601,No Gene
Sobic.002G430700,Pavagv11038110m
Sobic.002G430800,No Gene
Sobic.002G430900,Pavagv11038109m
Sobic.002G431000,No Gene
Sobic.002G431100,Pavagv11038106m
Sobic.002G431200,No Gene
Sobic.002G431300,Pavagv11038105m
Sobic.002G431333,No Gene
Sobic.002G431366,No Gene
Sobic.002G431400,No Gene
Sobic.002G431500,No Gene
Sobic.002G431600,No Gene
Sobic.002G431700,No Gene
Sobic.003G000100,Pavagv11045836m
Sobic.003G000150,No Gene
Sobic.003G000200,Pavagv11045839m
Sobic.003G000400,Pavagv11045840m
Sobic.003G000500,Pavagv11045843m
Sobic.003G000600,Pavagv11045844m
Sobic.003G000700,No Gene
Sobic.003G000800,No Gene
Sobic.003G000900,No Gene
Sobic.003G001000,No Gene
Sobic.003G001100,No Gene
Sobic.003G001200,Pavagv11045848m
Sobic.003G001300,Pavagv11045849m
Sobic.003G001400,No Gene
Sobic.003G001500,Pavagv11045852m
Sobic.003G001550,No Gene
Sobic.003G001600,No Gene
Sobic.003G001650,No Gene
Sobic.003G001701,Pavagv11045855m
Sobic.003G001751,No Gene
Sobic.003G001800,No Gene
Sobic.003G001901,No Gene
Sobic.003G002000,No Gene
Sobic.003G002100,Pavagv11045857m
Sobic.003G002300,Pavagv11045858m
Sobic.003G002400,Pavagv11045859m
Sobic.003G002501,No Gene
Sobic.003G002600,Pavagv11045862m
Sobic.003G002700,Pavagv11045864m
Sobic.003G002800,No Gene
Sobic.003G002900,No Gene
Sobic.003G003000,Pavagv11045865m
Sobic.003G003101,No Gene
Sobic.003G003200,Pavagv11045866m
Sobic.003G003300,No Gene
Sobic.003G003450,Pavagv11045873m
Sobic.003G003600,Pavagv11045875m
Sobic.003G003700,Pavagv11045877m
Sobic.003G003800,Pavagv11045878m
Sobic.003G003900,No Gene
Sobic.003G004000,No Gene
Sobic.003G004100,Pavagv11045880m
Sobic.003G004200,Pavagv11045881m
Sobic.003G004300,Pavagv11045882m
Sobic.003G004500,Pavagv11045883m
Sobic.003G004600,Pavagv11045884m
Sobic.003G004700,Pavagv11045885m
Sobic.003G004800,Pavagv11045886m
Sobic.003G004900,No Gene
Sobic.003G005000,Pavagv11045890m
Sobic.003G005100,Pavagv11045891m
Sobic.003G005200,Pavagv11045892m
Sobic.003G005266,No Gene
Sobic.003G005332,No Gene
Sobic.003G005400,Pavagv11045893m
Sobic.003G005500,Pavagv11045894m
Sobic.003G005600,Pavagv11045895m
Sobic.003G005700,Pavagv11045898m
Sobic.003G005800,Pavagv11045901m
Sobic.003G005900,Pavagv11045902m
Sobic.003G006000,Pavagv11045907m
Sobic.003G006100,Pavagv11045904m
Sobic.003G006200,Pavagv11045908m
Sobic.003G006300,Pavagv11045909m
Sobic.003G006400,Pavagv11045910m
Sobic.003G006500,Pavagv11045911m
Sobic.003G006600,Pavagv11045912m
Sobic.003G006800,No Gene
Sobic.003G006833,No Gene
Sobic.003G006866,No Gene
Sobic.003G006900,No Gene
Sobic.003G007000,No Gene
Sobic.003G007100,No Gene
Sobic.003G007200,Pavagv11045916m
Sobic.003G007300,Pavagv11045917m
Sobic.003G007400,Pavagv11045918m
Sobic.003G007500,Pavagv11045926m
Sobic.003G007600,No Gene
Sobic.003G007650,No Gene
Sobic.003G007700,Pavagv11045934m
Sobic.003G007800,No Gene
Sobic.003G008000,No Gene
Sobic.003G007900,Pavagv11045938m
Sobic.003G008100,Pavagv11045940m
Sobic.003G008200,No Gene
Sobic.003G008300,Pavagv11045941m
Sobic.003G008400,No Gene
Sobic.003G008500,Pavagv11045943m
Sobic.003G008600,Pavagv11045944m
Sobic.003G008700,Pavagv11045945m
Sobic.003G008800,Pavagv11045946m
Sobic.003G008850,No Gene
Sobic.003G008900,Pavagv11045949m
Sobic.003G009000,Pavagv11045950m
Sobic.003G009100,Pavagv11045951m
Sobic.003G009200,No Gene
Sobic.003G009300,No Gene
Sobic.003G009400,No Gene
Sobic.003G009501,Pavagv11045954m
Sobic.003G009600,Pavagv11045952m
Sobic.003G009650,No Gene
Sobic.003G009700,No Gene
Sobic.003G009800,No Gene
Sobic.003G009900,No Gene
Sobic.003G010000,No Gene
Sobic.003G010033,No Gene
Sobic.003G010066,No Gene
Sobic.003G010100,Pavagv11045959m
Sobic.003G010200,No Gene
Sobic.003G010300,No Gene
Sobic.003G010400,Pavagv11045960m
Sobic.003G010500,Pavagv11045961m
Sobic.003G010600,Pavagv11045963m
Sobic.003G010650,No Gene
Sobic.003G010700,Pavagv11045964m
Sobic.003G010800,Pavagv11045968m
Sobic.003G010900,Pavagv11045970m
Sobic.003G011000,Pavagv11045971m
Sobic.003G011100,Pavagv11045972m
